method,setting,transform,select_dim,num_layers,hidden_size,batch_size,lr,weight_decay,propensity_C,k,weight_func,lambda_loss,max_epochs,patience,seed
powell,COUNT375-500,,,3,64,128,0.01,1e-06,,,,,,,
powell,COUNT375-500,,,3,64,128,0.001,1e-06,,,,,,,
powell,COUNT375-500,,,3,16,1024,0.01,1e-06,,,,,,,
powell,COUNT375-500,,,3,16,128,0.01,0.0001,,,,,,,
powell,COUNT375-500,,,3,32,1024,0.01,0.0001,,,,,,,
powell,COUNT375-500,,,3,64,128,0.01,0.0001,,,,,,,
powell,COUNT375-500,,,3,32,1024,0.01,0.0001,,,,,,,
powell,COUNT375-500,,,3,64,128,0.01,1e-05,,,,,,,
powell,COUNT375-500,,,3,32,256,0.01,1e-05,,,,,,,
powell,COUNT375-500,,,3,32,512,0.01,1e-06,,,,,,,
powell,COUNT375-500,,,3,32,512,0.001,1e-06,,,,,,,
powell,COUNT375-500,,,3,32,512,0.01,1e-05,,,,,,,
powell,COUNT375-500,,,3,64,512,0.001,1e-05,,,,,,,
powell,COUNT375-500,,,3,32,1024,0.01,0.0001,,,,,,,
powell,COUNT375-500,,,3,16,512,0.001,1e-05,,,,,,,
powell,COUNT375-500,,,3,64,512,0.01,1e-05,,,,,,,
powell,COUNT375-500,,,3,32,512,0.01,0.0001,,,,,,,
powell,COUNT375-500,,,3,64,1024,0.01,0.0001,,,,,,,
powell,COUNT375-500,,,3,16,256,0.01,0.0001,,,,,,,
powell,COUNT375-500,,,3,64,256,0.001,1e-06,,,,,,,
powell,COUNT375-500,,,3,32,1024,0.01,1e-05,,,,,,,
powell,COUNT375-500,,,3,64,512,0.01,1e-05,,,,,,,
powell,COUNT375-500,,,3,64,1024,0.01,1e-06,,,,,,,
powell,COUNT375-500,,,3,64,128,0.001,0.0001,,,,,,,
powell,COUNT375-500,,,3,16,128,0.001,1e-05,,,,,,,
powell,COUNT375-500,,,3,64,1024,0.001,1e-05,,,,,,,
powell,COUNT375-500,,,3,32,256,0.01,1e-06,,,,,,,
powell,COUNT375-500,,,3,64,128,0.01,0.0001,,,,,,,
powell,COUNT375-500,,,3,64,512,0.001,1e-06,,,,,,,
powell,COUNT375-500,,,3,32,256,0.01,0.0001,,,,,,,
powell,COUNT375-500,,,3,64,1024,0.01,1e-06,,,,,,,
powell,COUNT375-500,,,3,64,1024,0.001,1e-05,,,,,,,
powell,COUNT375-500,,,3,32,128,0.01,1e-05,,,,,,,
powell,COUNT375-500,,,3,64,256,0.01,1e-06,,,,,,,
powell,COUNT375-500,,,3,32,512,0.01,1e-05,,,,,,,
powell,COUNT375-500,,,3,64,512,0.01,1e-05,,,,,,,
powell,COUNT375-500,,,3,64,256,0.001,1e-06,,,,,,,
powell,COUNT375-500,,,3,64,256,0.001,1e-06,,,,,,,
powell,COUNT375-500,,,3,16,512,0.01,1e-05,,,,,,,
powell,COUNT375-500,,,3,64,1024,0.01,0.0001,,,,,,,
powell,COUNT375-500,,,3,16,512,0.01,1e-06,,,,,,,
powell,COUNT375-500,,,3,16,128,0.01,0.0001,,,,,,,
powell,COUNT375-500,,,3,64,1024,0.01,1e-06,,,,,,,
powell,COUNT375-500,,,3,64,256,0.01,1e-06,,,,,,,
powell,COUNT375-500,,,3,64,512,0.01,0.0001,,,,,,,
powell,COUNT375-500,,,3,64,1024,0.01,1e-05,,,,,,,
powell,COUNT375-500,,,3,64,512,0.01,0.0001,,,,,,,
powell,COUNT375-500,,,3,64,128,0.01,1e-05,,,,,,,
powell,COUNT375-500,,,3,16,1024,0.01,1e-06,,,,,,,
powell,COUNT375-500,,,3,64,1024,0.01,0.0001,,,,,,,
powell,COUNT375-500,,,3,32,512,0.01,1e-06,,,,,,,
powell,COUNT375-500,,,3,64,512,0.01,1e-06,,,,,,,
powell,COUNT375-500,,,3,64,128,0.01,1e-06,,,,,,,
powell,COUNT375-500,,,3,64,256,0.001,1e-06,,,,,,,
powell,COUNT375-500,,,3,32,256,0.01,1e-05,,,,,,,
powell,COUNT375-500,,,3,32,256,0.01,1e-06,,,,,,,
powell,COUNT375-500,,,3,32,256,0.01,1e-06,,,,,,,
powell,COUNT375-500,,,3,32,512,0.01,1e-05,,,,,,,
powell,COUNT375-500,,,3,64,256,0.01,0.0001,,,,,,,
powell,COUNT375-500,,,3,64,256,0.001,1e-06,,,,,,,
powell,COUNT375-500,,,3,64,1024,0.001,0.0001,,,,,,,
powell,COUNT375-500,,,3,32,1024,0.01,0.0001,,,,,,,
powell,COUNT375-500,,,3,64,512,0.001,0.0001,,,,,,,
powell,COUNT375-500,,,3,64,128,0.01,1e-06,,,,,,,
powell,COUNT375-500,,,3,64,256,0.01,1e-05,,,,,,,
powell,COUNT375-500,,,3,64,128,0.01,1e-06,,,,,,,
powell,COUNT375-500,,,3,16,512,0.01,1e-05,,,,,,,
powell,COUNT375-500,,,3,16,512,0.01,1e-06,,,,,,,
powell,COUNT375-500,,,3,64,512,0.001,0.0001,,,,,,,
powell,COUNT375-500,,,3,64,512,0.01,1e-06,,,,,,,
powell,COUNT375-500,,,3,16,256,0.01,1e-05,,,,,,,
powell,COUNT375-500,,,3,64,128,0.001,1e-06,,,,,,,
powell,COUNT375-500,,,3,64,128,0.01,1e-05,,,,,,,
powell,COUNT375-500,,,3,64,512,0.01,1e-06,,,,,,,
powell,COUNT375-500,,,3,32,512,0.01,0.0001,,,,,,,
powell,COUNT375-500,,,3,64,128,0.001,1e-06,,,,,,,
powell,COUNT375-500,,,3,64,128,0.001,1e-05,,,,,,,
powell,COUNT375-500,,,3,32,128,0.001,1e-06,,,,,,,
powell,COUNT375-500,,,3,32,512,0.01,1e-05,,,,,,,
powell,COUNT375-500,,,3,64,1024,0.001,0.0001,,,,,,,
powell,COUNT375-500,,,3,64,256,0.01,1e-06,,,,,,,
powell,COUNT375-500,,,3,64,128,0.01,1e-05,,,,,,,
powell,COUNT375-500,,,3,64,256,0.001,1e-06,,,,,,,
powell,COUNT375-500,,,3,32,256,0.01,1e-05,,,,,,,
powell,COUNT375-500,,,3,16,512,0.01,1e-06,,,,,,,
powell,COUNT375-500,,,3,16,256,0.01,1e-05,,,,,,,
powell,COUNT375-500,,,3,32,256,0.001,1e-05,,,,,,,
powell,COUNT375-500,,,3,16,1024,0.01,0.0001,,,,,,,
powell,COUNT375-500,,,3,64,1024,0.001,0.0001,,,,,,,
powell,COUNT375-500,,,3,16,512,0.01,0.0001,,,,,,,
powell,COUNT375-500,,,3,64,128,0.01,0.0001,,,,,,,
powell,COUNT375-500,,,3,32,128,0.01,0.0001,,,,,,,
powell,COUNT375-500,,,3,32,128,0.01,1e-05,,,,,,,
powell,COUNT375-500,,,3,32,1024,0.01,1e-06,,,,,,,
powell,COUNT375-500,,,3,64,512,0.01,0.0001,,,,,,,
powell,COUNT375-500,,,3,16,512,0.001,0.0001,,,,,,,
powell,COUNT375-500,,,3,32,128,0.01,1e-06,,,,,,,
powell,COUNT375-500,,,3,64,256,0.001,1e-06,,,,,,,
powell,COUNT375-500,,,3,32,512,0.01,1e-06,,,,,,,
powell,COUNT375-500,,,3,16,512,0.01,0.0001,,,,,,,
powell,COUNT375-500,,,3,16,1024,0.01,1e-05,,,,,,,
powell,COUNT375-500,,,3,16,512,0.01,1e-06,,,,,,,
powell,COUNT375-500,,,3,64,512,0.01,1e-06,,,,,,,
powell,COUNT375-500,,,3,32,1024,0.01,0.0001,,,,,,,
powell,COUNT375-500,,,3,16,128,0.001,1e-06,,,,,,,
powell,COUNT375-500,,,3,16,1024,0.01,1e-05,,,,,,,
powell,COUNT375-500,,,3,16,512,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,64,128,0.001,0.0001,,,,,,,
powell,COUNT500-625,,,3,16,128,0.01,1e-05,,,,,,,
powell,COUNT500-625,,,3,32,128,0.01,0.0001,,,,,,,
powell,COUNT500-625,,,3,64,256,0.01,0.0001,,,,,,,
powell,COUNT500-625,,,3,16,128,0.01,1e-05,,,,,,,
powell,COUNT500-625,,,3,64,256,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,16,128,0.01,1e-05,,,,,,,
powell,COUNT500-625,,,3,16,512,0.01,1e-05,,,,,,,
powell,COUNT500-625,,,3,32,512,0.001,0.0001,,,,,,,
powell,COUNT500-625,,,3,64,128,0.001,1e-05,,,,,,,
powell,COUNT500-625,,,3,64,256,0.001,0.0001,,,,,,,
powell,COUNT500-625,,,3,64,128,0.01,1e-05,,,,,,,
powell,COUNT500-625,,,3,64,256,0.01,0.0001,,,,,,,
powell,COUNT500-625,,,3,32,512,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,32,128,0.001,1e-05,,,,,,,
powell,COUNT500-625,,,3,64,256,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,32,512,0.01,1e-05,,,,,,,
powell,COUNT500-625,,,3,16,128,0.01,1e-05,,,,,,,
powell,COUNT500-625,,,3,16,128,0.001,1e-05,,,,,,,
powell,COUNT500-625,,,3,32,512,0.001,1e-05,,,,,,,
powell,COUNT500-625,,,3,16,512,0.01,1e-05,,,,,,,
powell,COUNT500-625,,,3,64,512,0.01,1e-05,,,,,,,
powell,COUNT500-625,,,3,16,1024,0.01,0.0001,,,,,,,
powell,COUNT500-625,,,3,64,512,0.01,1e-05,,,,,,,
powell,COUNT500-625,,,3,16,128,0.001,0.0001,,,,,,,
powell,COUNT500-625,,,3,32,512,0.01,1e-05,,,,,,,
powell,COUNT500-625,,,3,32,512,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,32,512,0.001,1e-05,,,,,,,
powell,COUNT500-625,,,3,16,1024,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,64,512,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,16,512,0.01,1e-05,,,,,,,
powell,COUNT500-625,,,3,64,128,0.001,0.0001,,,,,,,
powell,COUNT500-625,,,3,16,128,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,16,512,0.01,0.0001,,,,,,,
powell,COUNT500-625,,,3,64,1024,0.01,1e-05,,,,,,,
powell,COUNT500-625,,,3,16,1024,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,64,128,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,16,128,0.01,1e-05,,,,,,,
powell,COUNT500-625,,,3,32,512,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,64,512,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,32,256,0.001,1e-05,,,,,,,
powell,COUNT500-625,,,3,64,512,0.01,0.0001,,,,,,,
powell,COUNT500-625,,,3,64,128,0.001,1e-06,,,,,,,
powell,COUNT500-625,,,3,64,512,0.01,0.0001,,,,,,,
powell,COUNT500-625,,,3,64,512,0.001,1e-06,,,,,,,
powell,COUNT500-625,,,3,16,1024,0.01,1e-05,,,,,,,
powell,COUNT500-625,,,3,32,512,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,32,1024,0.001,1e-05,,,,,,,
powell,COUNT500-625,,,3,16,512,0.001,1e-05,,,,,,,
powell,COUNT500-625,,,3,32,128,0.001,1e-06,,,,,,,
powell,COUNT500-625,,,3,32,512,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,32,512,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,32,512,0.01,1e-05,,,,,,,
powell,COUNT500-625,,,3,64,128,0.01,0.0001,,,,,,,
powell,COUNT500-625,,,3,32,1024,0.01,1e-05,,,,,,,
powell,COUNT500-625,,,3,16,512,0.01,0.0001,,,,,,,
powell,COUNT500-625,,,3,16,1024,0.01,0.0001,,,,,,,
powell,COUNT500-625,,,3,64,1024,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,64,512,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,32,512,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,16,512,0.01,1e-05,,,,,,,
powell,COUNT500-625,,,3,16,1024,0.01,1e-05,,,,,,,
powell,COUNT500-625,,,3,32,512,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,32,512,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,64,512,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,64,512,0.01,0.0001,,,,,,,
powell,COUNT500-625,,,3,32,1024,0.01,0.0001,,,,,,,
powell,COUNT500-625,,,3,64,128,0.01,0.0001,,,,,,,
powell,COUNT500-625,,,3,32,512,0.001,1e-06,,,,,,,
powell,COUNT500-625,,,3,64,1024,0.01,1e-05,,,,,,,
powell,COUNT500-625,,,3,32,512,0.001,1e-05,,,,,,,
powell,COUNT500-625,,,3,16,256,0.01,0.0001,,,,,,,
powell,COUNT500-625,,,3,32,512,0.001,1e-06,,,,,,,
powell,COUNT500-625,,,3,64,512,0.001,0.0001,,,,,,,
powell,COUNT500-625,,,3,16,512,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,16,128,0.001,1e-06,,,,,,,
powell,COUNT500-625,,,3,64,128,0.01,1e-05,,,,,,,
powell,COUNT500-625,,,3,64,128,0.01,0.0001,,,,,,,
powell,COUNT500-625,,,3,64,1024,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,32,1024,0.01,1e-05,,,,,,,
powell,COUNT500-625,,,3,64,512,0.01,0.0001,,,,,,,
powell,COUNT500-625,,,3,16,128,0.001,1e-05,,,,,,,
powell,COUNT500-625,,,3,64,256,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,32,128,0.001,0.0001,,,,,,,
powell,COUNT500-625,,,3,64,256,0.01,1e-05,,,,,,,
powell,COUNT500-625,,,3,64,128,0.01,0.0001,,,,,,,
powell,COUNT500-625,,,3,16,512,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,64,256,0.01,0.0001,,,,,,,
powell,COUNT500-625,,,3,64,128,0.001,1e-05,,,,,,,
powell,COUNT500-625,,,3,32,128,0.01,0.0001,,,,,,,
powell,COUNT500-625,,,3,64,128,0.001,1e-06,,,,,,,
powell,COUNT500-625,,,3,16,512,0.001,0.0001,,,,,,,
powell,COUNT500-625,,,3,64,1024,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,64,512,0.01,0.0001,,,,,,,
powell,COUNT500-625,,,3,16,512,0.001,1e-06,,,,,,,
powell,COUNT500-625,,,3,32,128,0.001,1e-06,,,,,,,
powell,COUNT500-625,,,3,64,256,0.001,1e-05,,,,,,,
powell,COUNT500-625,,,3,16,512,0.01,0.0001,,,,,,,
powell,COUNT500-625,,,3,16,1024,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,32,128,0.001,1e-05,,,,,,,
powell,COUNT500-625,,,3,16,1024,0.01,1e-05,,,,,,,
powell,COUNT500-625,,,3,32,1024,0.01,0.0001,,,,,,,
powell,COUNT500-625,,,3,32,128,0.01,0.0001,,,,,,,
powell,COUNT500-625,,,3,64,512,0.01,0.0001,,,,,,,
powell,COUNT500-625,,,3,32,512,0.01,1e-05,,,,,,,
powell,COUNT500-625,,,3,64,128,0.001,1e-05,,,,,,,
powell,COUNT500-625,,,3,64,512,0.001,1e-06,,,,,,,
powell,COUNT500-625,,,3,32,512,0.001,1e-06,,,,,,,
powell,COUNT500-625,,,3,64,1024,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,32,128,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,32,512,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,16,256,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,16,1024,0.01,0.0001,,,,,,,
powell,COUNT500-625,,,3,16,512,0.001,1e-05,,,,,,,
powell,COUNT500-625,,,3,32,1024,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,32,512,0.01,0.0001,,,,,,,
powell,COUNT500-625,,,3,64,128,0.01,0.0001,,,,,,,
powell,COUNT500-625,,,3,16,1024,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,32,256,0.01,0.0001,,,,,,,
powell,COUNT500-625,,,3,16,1024,0.01,0.0001,,,,,,,
powell,COUNT500-625,,,3,16,128,0.001,1e-06,,,,,,,
powell,COUNT500-625,,,3,32,512,0.01,1e-05,,,,,,,
powell,COUNT500-625,,,3,32,128,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,32,1024,0.01,1e-06,,,,,,,
powell,COUNT500-625,,,3,32,128,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,64,1024,0.01,1e-05,,,,,,,
powell,COUNT625-750,,,3,64,128,0.001,1e-06,,,,,,,
powell,COUNT625-750,,,3,64,128,0.001,0.0001,,,,,,,
powell,COUNT625-750,,,3,32,256,0.001,1e-06,,,,,,,
powell,COUNT625-750,,,3,64,512,0.001,1e-05,,,,,,,
powell,COUNT625-750,,,3,64,1024,0.01,1e-05,,,,,,,
powell,COUNT625-750,,,3,32,128,0.001,0.0001,,,,,,,
powell,COUNT625-750,,,3,64,128,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,16,1024,0.01,0.0001,,,,,,,
powell,COUNT625-750,,,3,64,1024,0.01,1e-05,,,,,,,
powell,COUNT625-750,,,3,16,128,0.001,0.0001,,,,,,,
powell,COUNT625-750,,,3,32,512,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,16,1024,0.01,1e-05,,,,,,,
powell,COUNT625-750,,,3,64,128,0.01,1e-05,,,,,,,
powell,COUNT625-750,,,3,16,512,0.01,0.0001,,,,,,,
powell,COUNT625-750,,,3,16,1024,0.01,1e-05,,,,,,,
powell,COUNT625-750,,,3,16,128,0.01,0.0001,,,,,,,
powell,COUNT625-750,,,3,64,1024,0.01,1e-05,,,,,,,
powell,COUNT625-750,,,3,32,256,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,64,512,0.01,1e-05,,,,,,,
powell,COUNT625-750,,,3,32,128,0.001,0.0001,,,,,,,
powell,COUNT625-750,,,3,64,128,0.01,1e-05,,,,,,,
powell,COUNT625-750,,,3,64,512,0.01,0.0001,,,,,,,
powell,COUNT625-750,,,3,16,128,0.01,1e-05,,,,,,,
powell,COUNT625-750,,,3,16,256,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,16,128,0.01,1e-05,,,,,,,
powell,COUNT625-750,,,3,16,256,0.01,0.0001,,,,,,,
powell,COUNT625-750,,,3,16,1024,0.01,0.0001,,,,,,,
powell,COUNT625-750,,,3,32,128,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,32,512,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,64,512,0.001,0.0001,,,,,,,
powell,COUNT625-750,,,3,32,512,0.001,1e-06,,,,,,,
powell,COUNT625-750,,,3,16,1024,0.01,0.0001,,,,,,,
powell,COUNT625-750,,,3,64,1024,0.01,0.0001,,,,,,,
powell,COUNT625-750,,,3,32,128,0.01,0.0001,,,,,,,
powell,COUNT625-750,,,3,32,1024,0.01,0.0001,,,,,,,
powell,COUNT625-750,,,3,64,512,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,16,256,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,32,512,0.01,0.0001,,,,,,,
powell,COUNT625-750,,,3,64,512,0.001,1e-06,,,,,,,
powell,COUNT625-750,,,3,64,128,0.01,0.0001,,,,,,,
powell,COUNT625-750,,,3,64,128,0.001,0.0001,,,,,,,
powell,COUNT625-750,,,3,32,512,0.001,1e-06,,,,,,,
powell,COUNT625-750,,,3,32,128,0.001,1e-05,,,,,,,
powell,COUNT625-750,,,3,16,1024,0.01,1e-05,,,,,,,
powell,COUNT625-750,,,3,32,128,0.01,1e-05,,,,,,,
powell,COUNT625-750,,,3,32,1024,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,64,128,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,64,128,0.01,1e-05,,,,,,,
powell,COUNT625-750,,,3,64,128,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,32,128,0.01,0.0001,,,,,,,
powell,COUNT625-750,,,3,16,512,0.01,1e-05,,,,,,,
powell,COUNT625-750,,,3,64,128,0.01,1e-05,,,,,,,
powell,COUNT625-750,,,3,32,512,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,32,128,0.001,1e-06,,,,,,,
powell,COUNT625-750,,,3,32,128,0.001,1e-05,,,,,,,
powell,COUNT625-750,,,3,64,512,0.001,0.0001,,,,,,,
powell,COUNT625-750,,,3,32,512,0.01,1e-05,,,,,,,
powell,COUNT625-750,,,3,64,512,0.001,1e-05,,,,,,,
powell,COUNT625-750,,,3,64,128,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,16,512,0.01,1e-05,,,,,,,
powell,COUNT625-750,,,3,32,512,0.01,1e-05,,,,,,,
powell,COUNT625-750,,,3,16,512,0.01,0.0001,,,,,,,
powell,COUNT625-750,,,3,64,1024,0.01,1e-05,,,,,,,
powell,COUNT625-750,,,3,64,128,0.001,0.0001,,,,,,,
powell,COUNT625-750,,,3,32,256,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,64,1024,0.01,0.0001,,,,,,,
powell,COUNT625-750,,,3,64,512,0.01,0.0001,,,,,,,
powell,COUNT625-750,,,3,64,128,0.001,1e-05,,,,,,,
powell,COUNT625-750,,,3,16,128,0.001,0.0001,,,,,,,
powell,COUNT625-750,,,3,32,128,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,32,128,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,64,512,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,64,512,0.01,0.0001,,,,,,,
powell,COUNT625-750,,,3,32,1024,0.001,1e-05,,,,,,,
powell,COUNT625-750,,,3,16,512,0.01,1e-05,,,,,,,
powell,COUNT625-750,,,3,16,128,0.001,1e-05,,,,,,,
powell,COUNT625-750,,,3,32,512,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,16,256,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,32,1024,0.01,1e-05,,,,,,,
powell,COUNT625-750,,,3,64,256,0.01,1e-05,,,,,,,
powell,COUNT625-750,,,3,32,1024,0.01,1e-05,,,,,,,
powell,COUNT625-750,,,3,64,128,0.01,0.0001,,,,,,,
powell,COUNT625-750,,,3,32,1024,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,16,128,0.001,1e-06,,,,,,,
powell,COUNT625-750,,,3,16,512,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,16,1024,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,32,128,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,16,256,0.01,1e-05,,,,,,,
powell,COUNT625-750,,,3,64,128,0.001,1e-05,,,,,,,
powell,COUNT625-750,,,3,64,256,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,16,128,0.01,1e-05,,,,,,,
powell,COUNT625-750,,,3,64,512,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,64,256,0.001,1e-06,,,,,,,
powell,COUNT625-750,,,3,64,512,0.001,0.0001,,,,,,,
powell,COUNT625-750,,,3,32,128,0.001,0.0001,,,,,,,
powell,COUNT625-750,,,3,32,1024,0.01,1e-05,,,,,,,
powell,COUNT625-750,,,3,32,128,0.01,0.0001,,,,,,,
powell,COUNT625-750,,,3,64,256,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,16,256,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,16,512,0.01,1e-05,,,,,,,
powell,COUNT625-750,,,3,16,1024,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,32,512,0.001,1e-05,,,,,,,
powell,COUNT625-750,,,3,32,128,0.01,0.0001,,,,,,,
powell,COUNT625-750,,,3,64,512,0.001,1e-06,,,,,,,
powell,COUNT625-750,,,3,16,512,0.01,0.0001,,,,,,,
powell,COUNT625-750,,,3,32,128,0.001,1e-06,,,,,,,
powell,COUNT625-750,,,3,16,1024,0.01,0.0001,,,,,,,
powell,COUNT625-750,,,3,32,128,0.01,0.0001,,,,,,,
powell,COUNT625-750,,,3,64,1024,0.01,0.0001,,,,,,,
powell,COUNT625-750,,,3,64,256,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,16,128,0.01,0.0001,,,,,,,
powell,COUNT625-750,,,3,64,256,0.01,1e-05,,,,,,,
powell,COUNT625-750,,,3,64,512,0.001,1e-06,,,,,,,
powell,COUNT625-750,,,3,16,512,0.01,0.0001,,,,,,,
powell,COUNT625-750,,,3,64,512,0.01,1e-05,,,,,,,
powell,COUNT625-750,,,3,64,512,0.01,0.0001,,,,,,,
powell,COUNT625-750,,,3,64,512,0.01,1e-05,,,,,,,
powell,COUNT625-750,,,3,64,1024,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,64,512,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,32,512,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,16,512,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,16,128,0.001,1e-06,,,,,,,
powell,COUNT625-750,,,3,32,128,0.01,1e-06,,,,,,,
powell,COUNT625-750,,,3,32,512,0.01,1e-05,,,,,,,
powell,COUNT750-875,,,3,32,128,0.001,1e-06,,,,,,,
powell,COUNT750-875,,,3,16,256,0.01,1e-05,,,,,,,
powell,COUNT750-875,,,3,32,1024,0.01,1e-05,,,,,,,
powell,COUNT750-875,,,3,32,512,0.001,1e-05,,,,,,,
powell,COUNT750-875,,,3,64,512,0.001,1e-05,,,,,,,
powell,COUNT750-875,,,3,32,128,0.001,0.0001,,,,,,,
powell,COUNT750-875,,,3,64,128,0.01,0.0001,,,,,,,
powell,COUNT750-875,,,3,32,1024,0.001,1e-06,,,,,,,
powell,COUNT750-875,,,3,32,1024,0.001,1e-06,,,,,,,
powell,COUNT750-875,,,3,32,128,0.01,1e-05,,,,,,,
powell,COUNT750-875,,,3,64,128,0.01,1e-06,,,,,,,
powell,COUNT750-875,,,3,32,512,0.01,0.0001,,,,,,,
powell,COUNT750-875,,,3,32,512,0.01,0.0001,,,,,,,
powell,COUNT750-875,,,3,32,256,0.01,1e-06,,,,,,,
powell,COUNT750-875,,,3,32,1024,0.01,1e-06,,,,,,,
powell,COUNT750-875,,,3,64,1024,0.001,1e-06,,,,,,,
powell,COUNT750-875,,,3,16,128,0.01,0.0001,,,,,,,
powell,COUNT750-875,,,3,64,512,0.001,1e-05,,,,,,,
powell,COUNT750-875,,,3,64,512,0.01,1e-05,,,,,,,
powell,COUNT750-875,,,3,64,128,0.01,0.0001,,,,,,,
powell,COUNT750-875,,,3,16,128,0.001,1e-05,,,,,,,
powell,COUNT750-875,,,3,32,128,0.001,1e-05,,,,,,,
powell,COUNT750-875,,,3,32,128,0.001,0.0001,,,,,,,
powell,COUNT750-875,,,3,16,512,0.01,1e-05,,,,,,,
powell,COUNT750-875,,,3,64,512,0.001,1e-05,,,,,,,
powell,COUNT750-875,,,3,32,128,0.001,1e-05,,,,,,,
powell,COUNT750-875,,,3,64,512,0.01,1e-06,,,,,,,
powell,COUNT750-875,,,3,32,512,0.001,1e-06,,,,,,,
powell,COUNT750-875,,,3,64,128,0.001,1e-06,,,,,,,
powell,COUNT750-875,,,3,64,1024,0.01,0.0001,,,,,,,
powell,COUNT750-875,,,3,64,1024,0.01,1e-05,,,,,,,
powell,COUNT750-875,,,3,32,1024,0.001,1e-06,,,,,,,
powell,COUNT750-875,,,3,64,1024,0.01,1e-06,,,,,,,
powell,COUNT750-875,,,3,16,1024,0.01,0.0001,,,,,,,
powell,COUNT750-875,,,3,64,256,0.001,0.0001,,,,,,,
powell,COUNT750-875,,,3,64,1024,0.01,1e-06,,,,,,,
powell,COUNT750-875,,,3,64,512,0.001,1e-05,,,,,,,
powell,COUNT750-875,,,3,16,1024,0.01,0.0001,,,,,,,
